GATA3,P04062,,
GATA4,P38435,,
GATA6,P28676,,
GATAD2A,Q96CN9,,
GBP2,P30793,,
GC,P48506,,
GBA,Q96MZ0,,
GGCX,P27539,,
GCA,O95390,,
GCC1,Q99988,,
GCH1,Q9UK05,,
GCLC,Q9NR23,,
GDAP1L1,P39905,,
GDF1,P55040,,
GDF11,P14136,,
GDF15,P55789,,
GDF2,Q06210,,
GDF3,O94808,,
GDNF,Q9NZ52,,
GEM,O75223,,
GFAP,P19440,,
GFER,P36268,,
GFPT1,Q9BX51,,
GFPT2,B5MD39,,
GGA3,P01241,,
GGCT,P01242,,
GGT1,P10912,,
GGT2P,Q9UBU3,,
GGTLC1,Q92847,,
GGTLC3,Q9NXP7,,
GH1,P09681,,
GH2,P48546,,
GHR,P17302,,
GHRL,P35212,,
GHSR,P48165,,
GIN1,Q9UKL4,,
GIP,P32189,,
GIPR,P06280,,
GJA1,Q9UHE5,,
GJA4,P16278,,
GJA8,Q04760,,
GJD2,O95838,,
GK,P35754,,
GLA,Q86SX6,,
NAT8,O94925,,
GLB1,P15104,,
GLO1,Q49A26,,
GLP2R,Q96IK5,,
GLRX,Q8NEA9,,
GLRX5,P09471,,
GLS,Q8TDQ7,,
GLUL,Q96EK6,,
GLYR1,Q9NYA3,,
GMCL1,Q14789,,
GMCL2,Q9HD26,,
GNAO1,Q5T7V8,,
GNPDA2,Q9BQQ3,,
GNPNAT1,Q9H8Y8,,
GOLGA6A,P00505,,
GOLGB1,Q9HCN6,,
GOPC,Q86UL3,,
GORAB,Q8TDU6,,
GORASP1,O75487,,
GORASP2,P78333,,
GOT2,P21695,,
GP6,Q99527,,
GPAT4,P06744,,
GPBAR1,Q8IV16,,
GPC4,P51674,,
GPC5,P46091,,
GPD1,Q8TDV5,,
GPER1,Q9UNW8,,
GPI,Q7Z601,,
GPIHBP1,Q8TDV0,,
GPM6A,Q5T848,,
CMKLR2,Q99679,,
GPR119,Q9HC97,,
GPR132,O43194,,
GPR142,O15529,,
GPR151,Q9Y2T6,,
GPR158,Q9BZJ8,,
GPR21,Q9NZH0,,
GPR35,Q5T6X5,,
GPR39,Q13227,,
GPR42,Q86YR5,,
GPR55,P24298,,
GPR61,Q8TD30,,
GPRC5B,P22352,,
GPRC6A,Q96HH9,,
GPS2,O75791,,
GPSM1,Q13322,,
GPT,P62993,,
GPT2,O60565,,
GPX3,P25098,,
GRAMD2B,P34947,,
GRAP2,P28799,,
GRB10,P56915,,
GRB2,P49841,,
GREM1,P06396,,
GRK2,P00390,,
GRK5,P08263,,
GRN,O15217,,
GSC,Q9Y2Q3,,
GSK3B,P09211,,
GSN,P30711,,
GSR,P32780,,
GSTA1,P78347,,
GSTA4,Q9UHL9,,
GSTK1,Q92664,,
GSTP1,Q9UMX6,,
GSTT1,P46976,,
GTF2H1,P13807,,
GTF2I,P10144,,
GTF2IRD1,O95479,,
GTF3A,B0YJ81,,
GUCA1B,Q9P035,,
GYG1,P40939,,
GYS1,Q16836,,
GZMB,P81172,,
H6PD,P12081,,
HACD1,O00219,,
HACD3,Q96D42,,
HADHA,P69905,,
HADH,Q8TDS4,,
HAMP,P53701,,
HARS1,Q9UL51,,
HAS3,O43612,,
HAVCR1,O15379,,
HBA1,P56524,,
HBA2,Q8WUI4,,
HCAR2,Q9UKV0,,
HCCS,Q00341,,
HCN2,Q9NRV9,,
HCRT,Q9Y4D8,,
HDAC3,Q9BXL5,,
HDAC4,Q9BQS7,,
HDAC7,A0A0B4J2D5,,
HDAC9,Q14469,,
HDLBP,Q30201,,
HEBP1,P14210,,
HECTD4,O14964,,
HEMGN,Q68CP4,,
HEPH,Q96QV1,,
GATD3B,Q16665,,
HES1,Q9H422,,
HFE,P54198,,
HGF,P31629,,
HGS,P52789,,
HGSNAT,P04439,,
HHIP,P28067,,
HIF1A,P28068,,
HIPK3,P06340,,
HIRA,P13765,,
HIVEP2,P04440,,
HK2,P01909,,
HLA-A,P01906,,
HLA-DMA,P01920,,
HLA-DMB,P05538,,
HLA-DOA,P01903,,
HLA-DOB,P01911,,
HLA-DPB1,Q16534,,
HLA-DQA1,P08397,,
HLA-DQA2,P52926,,
HLA-DQB1,P09429,,
HLA-DQB2,P04035,,
HLA-DRA,P09651,,
HLA-DRB1,P52597,,
HLF,P61978,,
HMBS,Q86YM7,,
HMGA2,Q96ED9,,
HMGB1,Q86X24,,
HMGCR,Q8N7B1,,
HNRNPA1,P20719,,
HNRNPF,O60760,,
HNRNPK,Q9Y251,,
HOMER1,P01112,,
HOOK2,P23327,,
HORMAD1,Q8IZP7,,
HORMAD2,P28845,,
HOXA5,P80365,,
HPGDS,Q99714,,
HPSE,Q53GQ0,,
HRAS,Q7Z5P4,,
HRC,P37058,,
HS6ST3,O14756,,
HSD11B1,P14060,,
HSD11B2,P07900,,
HSD17B10,P14625,,
HSD17B12,Q0VDF9,,
HSD17B13,P0DMV8,,
HSD17B3,P0DMV9,,
HSD17B6,P54652,,
HSD3B1,P34932,,
HSP90AA1,P11021,,
HSP90B1,P38646,,
HSPA14,P04792,,
HSPA1A,Q16082,,
HSPA1B,Q12988,,
HSPA2,Q9UJY1,,
HSPA4,P10809,,
HSPA5,P98160,,
HSPA9,P15515,,
HSPB1,P28223,,
HSPB2,P41595,,
HSPB3,P28335,,
HSPB8,O95264,,
HSPD1,Q13639,,
HSPG2,Q9Y4L1,,
HTN1,P41252,,
HTR2A,P32942,,
HTR2B,Q9Y6W8,,
HTR2C,O75144,,
HTR3B,P14735,,
HTR4,P50213,,
HYOU1,O43837,,
IARS1,P13284,,
ICAM3,P01562,,
ICOS,P01579,,
ICOSLG,Q8IZI9,,
IDE,Q96RY7,,
IDH3A,Q9UG01,,
IDH3B,Q13099,,
IFI30,P05019,,
IFNA1,P08069,,
IFNA13,P01344,,
IFNG,Q6U949,,
IFNL3,Q9NZI8,,
IFT140,O00425,,
IFT172,P11717,,
IFT88,P35858,,
IGF1,P08833,,
IGF1R,P18065,,
IGF2,P17936,,
IGF2-AS,P22692,,
IGF2BP1,P24593,,
IGF2BP3,Q96ID5,,
IGF2R,Q13123,,
IGFALS,O14920,,
IGFBP1,P22301,,
IGFBP2,P29459,,
IGFBP3,P29460,,
IGFBP4,P35225,,
IGFBP5,P40933,,
IGSF21,Q13261,,
IK,Q14005,,
IKBKB,Q16552,,
IL10,Q9UHF5,,
IL12A,Q8TAD2,,
IL12B,Q6ZVW7,,
IL13,Q14116,,
IL15,Q13478,,
IL15RA,P01583,,
IL16,P01584,,
IL17A,P14778,,
IL17B,P18510,,
IL17D,P60568,,
IL17REL,Q9NYY1,,
IL18,Q9GZX6,,
IL18R1,Q9NPF7,,
IL1A,Q5VWK5,,
IL1B,Q8NEV9,,
IL1R1,P01589,,
IL1RN,P08700,,
IL2,P24001,,
IL20,O95760,,
IL22,Q9NZH6,,
IL23A,P05112,,
IL23R,P24394,,
IL27,P05113,,
IL2RA,P05231,,
IL3,P08887,,
IL32,P40189,,
IL33,P13232,,
IL37,Q13418,,
IL4,Q96T52,,
IL4R,P29218,,
IL5,Q9P2X3,,
IL6,P20839,,
IL6R,Q9BZV3,,
IL6ST,P58166,,
IL7,F8WCM5,,
ILK,O15503,,
IMMP2L,P14616,,
IMPA1,Q75QN2,,
IMPACT,Q9ULD6,,
IMPDH1,Q92551,,
IMPG2,Q9UI26,,
INHBE,P51617,,
INS-IGF2,Q9NWZ3,,
INSIG1,O14654,,
INSRR,P78415,,
INTS8,Q96AZ6,,
INTU,P61371,,
IP6K1,Q9NPH2,,
IPO11,P17301,,
IRAK1,P08514,,
IRAK4,P11215,,
IRS4,P20702,,
IRX3,O14713,,
ISG20,P05107,,
ISL1,Q9Y287,,
ISYNA1,Q9Y6Y0,,
ITGA2,P23458,,
ITGA2B,O60674,,
ITGAM,Q15652,,
ITGAX,Q8WXH2,,
ITGB1BP1,O75564,,
ITGB2,O60229,,
ITM2B,Q9H7Z6,,
IVNS1ABP,Q14721,,
JAK1,Q03721,,
JAK2,Q9UK17,,
JMJD1C,Q9Y6J6,,
JPH3,Q9NZI2,,
JRK,P48048,,
KALRN,P78508,,
KAT8,Q99712,,
KCNB1,P48549,,
KCNC4,P48050,,
KCND3,P48051,,
KCNE2,Q92806,,
KCNIP1,O14649,,
KCNJ1,Q12791,,
KCNJ10,Q16558,,
KCNJ15,Q9H2S1,,
KCNJ3,Q9UGI6,,
KCNJ4,O43525,,
KCNJ6,Q719H9,,
KCNJ9,Q96SI1,,
KCNK3,O60341,,
KCNMA1,P35968,,
KCNMB1,Q14145,,
KCNN2,P23276,,
KCNN3,Q07666,,
KCNQ3,Q92945,,
KCTD1,Q9HCM3,,
KCTD15,Q9ULH0,,
KDM1A,P52732,,
KDR,Q96Q89,,
KEAP1,Q6ZMV9,,
KEL,Q9HAQ2,,
KHDRBS1,Q96EK5,,
KHSRP,Q14954,,
KIAA1549,P43629,,
KIDINS220,P43630,,
KIF11,Q15726,,
KIF20B,Q2M2Z5,,
KIF6,Q86Z14,,
KIF9,Q13118,,
KIFBP,O14901,,
KIR2DS1,Q9UIH9,,
KIR3DL1,Q9Y5W3,,
KIR3DL2,O43474,,
KISS1,Q13887,,
KIZ,O75840,,
KLB,Q5VTJ3,,
KLF10,Q9UH77,,
KLF11,Q9P2K6,,
KLF15,Q8IXQ5,,
KLF2,P06870,,
KLF4,P03952,,
KLF5,P07288,,
KLF7,Q9Y337,,
KLHDC7A,P26718,,
KLHL3,P01042,,
KLHL42,P52294,,
KLHL7,P08779,,
KLK1,P05783,,
KLKB1,P08727,,
KLK3,Q15323,,
KLK5,P08729,,
KLRK1,P32004,,
KNG1,Q96JM7,,
KPNA1,O00515,,
KRT16,P25391,,
KRT18,Q13751,,
KRT19,Q13753,,
KRT31,P11279,,
KRT7,P13473,,
L1CAM,O95461,,
L3MBTL3,Q9BRS8,,
LAD1,Q9P2J5,,
LAMA1,Q15031,,
LAMB3,P18428,,
LAMC2,P31025,,
LAMP1,P80188,,
LAMP2,P00338,,
LARGE1,P01130,,
LARP6,O14960,,
LARS1,Q6ZMV7,,
LARS2,P09382,,
LBP,P17931,,
LCN1,Q9BXB1,,
LCN2,O75473,,
LDHA,Q9HBX8,,
LDLR,O43766,,
LECT2,P15018,,
LEKR1,P49917,,
LGALS1,Q8NHL6,,
LGALS3,P53667,,
LGR4,Q9H9Z2,,
LGR5,Q9NUP9,,
LGR6,A0A455ZAR2,,
LIAS,P0C7V0,,
LIF,Q86TU6,,
LIG4,Q8NAA6,,
LILRB1,Q7L985,,
LIMK1,P38571,,
LIN28A,Q05469,,
LIN7C,Q9Y5X9,,
LINC-PINT,Q99732,,
AHI1-DT,P02545,,
LINC00523,Q8TE12,,
LINC02694,Q9UIQ6,,
LINGO2,P28300,,
LIPA,Q9Y4K0,,
LIPE,P08519,,
LIPG,Q16609,,
LITAF,Q92633,,
LMNA,Q9HBW0,,
LMX1A,Q9UBY5,,
LNPEP,Q14693,,
LOX,Q92539,,
LOXL2,P06858,,
LPA,Q93052,,
LPAL2,O95237,,
LPAR1,Q9ULH4,,
LPAR2,P02750,,
LPAR3,Q96M69,,
LPIN1,Q9H2I8,,
LPIN2,Q07954,,
LPL,Q9Y561,,
LPP,P98164,,
LRAT,O75197,,
LRFN2,O75581,,
LRG1,P42704,,
LRGUK,Q86X29,,
LRMDA,P01374,,
LRP1,P36941,,
LRP12,P02788,,
LRP2,O60449,,
LRP5,Q9HBG7,,
LRP6,Q9Y6Y9,,
LRPPRC,O75608,,
LSR,Q5VWZ2,,
LTA,P61626,,
LTF,Q8WXG6,,
LY75,Q8NHW3,,
LY9,Q96E93,,
LY96,Q9Y5Q3,,
LYPLA1,O60675,,
LYPLAL1,Q8TD91,,
LYZ,Q96JG8,,
MACF1,Q9HCI5,,
MADD,Q9UBF1,,
MAFA,Q86UL8,,
KLRG1,P20794,,
MAFB,Q96L96,,
MAFK,Q9UDY8,,
MAGEC3,P33908,,
MAGED4,Q16706,,
MAGED4B,P55145,,
MAGEE1,P21397,,
MAGEC2,Q9H492,,
MAGI2,O14733,,
MAK,Q99683,,
ALPK3,P41279,,
MALT1,O95819,,
MAN1A1,Q9Y4K4,,
MAN2A1,Q96JE9,,
MANF,P28482,,
MAOA,Q16539,,
MAP1LC3A,P27361,,
MAP2K7,Q13164,,
MAP3K5,P45983,,
MAP3K8,P45984,,
MAP4K4,P10636,,
MAP4K5,Q8TCQ1,,
MAP6,Q5T0T0,,
MAPK1,Q7KZI7,,
MAPK14,Q96L34,,
MAPK3,P04201,,
MAPK7,P48740,,
MAPK8,P61244,,
MAPK9,P02144,,
MAPT,P11226,,
MARCHF1,Q9NR56,,
MARCHF8,Q96T53,,
MARK2,Q96N66,,
MARK4,P02686,,
MAS1,P13727,,
MASP1,Q14703,,
MAX,P41968,,
MB,P32245,,
MBL2,P33032,,
MBNL1,Q8IVS2,,
MBOAT4,P23508,,
MBOAT7,D6RGH6,,
MBP,Q14566,,
PRG2,Q9ULC4,,
MBTPS1,Q00987,,
MC3R,P48163,,
MC4R,A0JLT2,,
MC5R,Q9ULK4,,
MCAT,Q71SY5,,
MCC,Q9NWA0,,
MCIDAS,Q02078,,
MCM6,Q06413,,
MCTS1,O15553,,
MDM2,Q9NQ76,,
ME1,Q12866,,
MED19,P08581,,
MED23,Q9NWH9,,
MED25,P50579,,
MED9,Q9UJH8,,
MEF2A,Q641Q3,,
MEF2C,Q86U44,,
MEFV,Q9H1A3,,
MEPE,P55081,,
MERTK,P55001,,
MET,O95140,,
SLTM,Q9BY79,,
METAP2,Q8NBP5,,
METRN,O43451,,
METRNL,Q10469,,
METTL3,Q9UM21,,
METTL9,Q9UBM8,,
MFAP1,Q99685,,
MFAP2,P08493,,
MFN2,O14880,,
MFRP,Q29983,,
MFSD9,Q8N108,,
MGAM,P14174,,
MGAT2,Q8N5J2,,
MGAT4A,Q9H2W2,,
MGAT4C,P46013,,
MGLL,Q8NB16,,
MGP,Q9UH92,,
MGST3,Q9HAP2,,
MICA,Q9NP71,,
MIER1,O95822,,
MIF,Q96EY8,,
MINDY1,P08473,,
MIXL1,P03956,,
MKI67,P39900,,
MLKL,P45452,,
MLX,P50281,,
MLXIP,P08253,,
MLXIPL,Q9NRE1,,
MLYCD,P08254,,
MMAB,P09237,,
MME,P22894,,
MMP1,P14780,,
MMP12,P50219,,
MMP13,Q70IA6,,
MMP14,Q96EN8,,
MMP2,Q16653,,
MMP26,Q3SYC2,,
MMP3,O00566,,
MMP7,Q99550,,
MMP8,P34949,,
MMP9,P05164,,
MNX1,P25325,,
MOB2,P22897,,
MOCOS,Q96LB2,,
MOG,Q96LB0,,
MOGAT2,Q96LA9,,
MPHOSPH10,P52815,,
MPHOSPH9,P82673,,
MPI,Q9Y2Q9,,
MPO,Q9HD23,,
MPST,O60682,,
MRC1,P43246,,
MRGPRX1,P20585,,
MRGPRX3,O43196,,
MRGPRX4,Q96DH6,,
MRPL12,Q15800,,
MRPS35,P26927,,
MRPS28,Q13043,,
MRS2,O14793,,
MSC,P35548,,
MSH2,P04731,,
MSH3,P07438,,
MSH5,P04732,,
MSI2,P04733,,
MSMO1,P13640,,
MST1,P80294,,
STK4,Q93083,,
MSTN,Q8N339,,
MSX2,P80297,,
MT1A,P11586,,
MT1B,P42898,,
MT1E,Q13615,,
MT1F,Q9Y216,,
MT1G,P48039,,
MT1H,P42345,,
MT1L,P58546,,
MT1M,Q99707,,
MT1X,Q9UBK8,,
MTHFD1,O43312,,
MTHFR,P55157,,
MTMR3,P15941,,
MTNR1A,Q969V5,,
MTOR,O15146,,
MTPN,Q9UIF7,,
MTR,Q05195,,
MTRR,Q99417,,
MTSS1,Q99836,,
MTTP,Q969H8,,
MUC1,P13349,,
MUC5B,P13533,,
MUL1,P35579,,
MUSK,P10916,,
MUTYH,Q8WY64,,
MXD1,Q15746,,
MYCBP,Q9Y4I1,,
MYD88,P54802,,
MYDGF,P43490,,
MYF5,Q9NR45,,
MYH6,Q9H0A0,,
MYH9,P11245,,
MYL2,Q6N069,,
MYLIP,Q9H2H9,,
MYLK,A2RRP1,,
MYO5A,Q6ZNJ1,,
NAGLU,P13591,,
NAMPT,P14598,,
NANS,Q9HCD5,,
NAT10,Q14686,,
NAT2,O75376,,
NAA16,Q9Y618,,
SLC38A1,O76036,,
NBAS,P62166,,
NBEAL2,P03886,,
NCAM1,P03905,,
NCF1,P03915,,
NCOA5,P03923,,
NCOA6,Q9UI09,,
NCOR1,Q330K2,,
NCOR2,O43181,,
NCR1,Q92692,,
NCS1,P07196,,
MT-ND1,Q7Z3B1,,
MT-ND4,Q96FI4,,
MT-ND5,Q8TAT5,,
MT-ND6,P51955,,
NDUFA12,Q9HD90,,
NDUFAF6,Q9Y4Z2,,
NDUFS4,P35240,,
NECTIN2,O94916,,
NEFL,O95644,,
NEGR1,Q14494,,
NEIL1,Q16236,,
NEIL3,P25963,,
NEK2,Q9UBC1,,
NEUROD4,Q9BYH8,,
NEUROG3,P23511,,
NF2,P25208,,
NFAT5,Q13952,,
NFATC1,P01138,,
NFE2L1,P08138,,
NFE2L2,Q6T4R5,,
NFKBIA,Q9GZT8,,
NFKBIL1,Q8N8Q9,,
NFKBIZ,Q9Y2I1,,
NFYA,Q8N2Q7,,
NFYB,Q9NZ94,,
NFYC,Q96P20,,
NGF,P59044,,
NGFR,Q86UT6,,
NHS,P15531,,
NIF3L1,P48645,,
NIPA2,P40261,,
NISCH,Q9Y239,,
NLGN1,Q9HC29,,
NLGN3,Q13253,,
NLRP3,P29475,,
NLRP6,Q8WY41,,
NLRX1,O75052,,
NME1,P46531,,
NMU,Q9NPH5,,
NNMT,Q8IUM7,,
NOD1,O15118,,
NOD2,Q9UHC9,,
NOG,P61916,,
NOS1,P55786,,
NANOS1,O60500,,
NOS1AP,P06748,,
NOTCH1,P01160,,
NOX4,P16860,,
NPAS4,P16066,,
NPC1,P20594,,
NPC1L1,P17342,,
NPC2,Q12980,,
NPEPPS,P0C0P6,,
NPHS1,O95502,,
NPM1,P01303,,
NPPA,P49146,,
NPPB,P15559,,
NPR1,Q15466,,
NPR2,P20393,,
NPR3,P55055,,
NPRL3,Q13133,,
NPS,Q96RI1,,
NPTXR,O75469,,
NPY,Q14994,,
NPY2R,P49116,,
NQO1,Q9Y466,,
NR0B2,Q9Y5X4,,
NR1D1,P04150,,
NR1H2,P08235,,
NR1H3,P22736,,
NR1H4,P43354,,
NR1I2,Q92570,,
NR1I3,Q13285,,
NR2C2,Q16656,,
NR2E1,Q02297,,
NR2E3,Q8WWG1,,
NR3C1,Q7Z2Y5,,
NR3C2,P54845,,
NR4A1,P58400,,
NR4A2,Q9ULB1,,
NR4A3,Q9HDB5,,
NR5A1,Q9Y4C0,,
NRF1,O95478,,
NRG1,Q96L73,,
NRG4,O96028,,
NRK,P42857,,
NRL,P49902,,
NRXN1,Q9H0P0,,
NRXN1,O95631,,
NRXN3,P04629,,
NRXN3,Q16620,,
NSA2,Q16288,,
NSD1,P30990,,
NSD2,Q02818,,
NSG1,P80303,,
NT5C2,P53370,,
NT5C3A,P37198,,
NTN1,O60356,,
NTRK1,P61970,,
NTRK2,P00973,,
NTRK3,Q9Y6K5,,
NTS,Q15646,,
NUCB1,Q04671,,
NUCB2,O75665,,
NUDT6,O60502,,
NUP62,P20774,,
NUPR1,O15294,,
NUTF2,Q6UX06,,
OAS1,Q8TAK6,,
OAS3,Q13516,,
OASL,P78380,,
OCA2,P23515,,
OFD1,Q9UBC0,,
OGA,O60313,,
OGN,P04001,,
OGT,P0DN77,,
OLFM4,P0DN78,,
OLIG1,P03999,,
OLIG2,Q9UHM6,,
OLR1,P35372,,
OMG,Q9H209,,
ONECUT1,Q9H205,,
OPA1,Q96D31,,
OPN1MW,Q9BXW6,,
OPN1MW2,Q9H4L5,,
OPN1MW3,Q9BZF2,,
OPN1SW,Q9BZF1,,
OPN4,P13725,,
OPRM1,P55809,,
OR10A4,Q8TDS5,,
OR2AG1,P51575,,
ORAI1,Q9UBL9,,
OSBPL1A,P56373,,
OSBPL3,Q99571,,
OSBPL7,Q93086,,
OSBPL8,O15547,,
OSM,Q99572,,
OXCT1,P47900,,
OXER1,Q9H244,,
P2RX1,P41231,,
P2RX2,P07237,,
P2RX3,Q13310,,
P2RX4,Q9ULC6,,
P2RX5,Q9UM07,,
P2RX6,P09466,,
P2RX7,O75459,,
P2RY1,Q13153,,
P2RY12,Q16512,,
P2RY2,Q9ULE6,,
P4HB,Q8WX93,,
PABPC4,Q96RD7,,
PADI1,Q13219,,
PADI4,O95340,,
PAEP,Q9H300,,
PAGE1,P09874,,
PAK1,Q96IZ0,,
PKN1,P40424,,
PALD1,Q9BYU1,,
PALLD,P11498,,
PANX1,A6NGG8,,
PAPPA,P61457,,
PAPSS2,O95206,,
PARL,P35558,,
PARP1,Q16822,,
PAWR,P12004,,
PBX1,O95613,,
PBX4,A6NKB5,,
PC,Q15113,,
PCARE,Q9UKZ9,,
PCBD1,P29120,,
PCDH8,P29122,,
PCK1,Q16549,,
PCK2,Q8NBP7,,
PCNA,P49585,,
PCNT,Q13442,,
PCNX2,P20941,,
PCOLCE,Q15116,,
PCOLCE2,Q13370,,
PCSK1,Q08499,,
PCSK6,O76074,,
PCSK7,P16499,,
PCSK9,P35913,,
PCYT1A,P18545,,
PDAP1,P01127,,
PDC,P09619,,
PDCD1,P11177,,
PDE3B,Q13087,,
PDE4D,Q8N165,,
PDE5A,Q8N807,,
PDE6A,Q15119,,
PDE6B,Q16654,,
PDE6G,Q53GG5,,
PDGFB,Q96HC4,,
PDGFRB,Q86YH6,,
PDHB,Q15121,,
PDIA2,P16284,,
PDIK1L,Q9GZU2,,
PDILT,Q96FA3,,
PDK2,Q9BRX2,,
PDK4,Q9UBM1,,
PDLIM3,O15534,,
PDLIM5,O15055,,
PDSS2,P56645,,
PEA15,A0A1W2PR82,,
PECAM1,O00541,,
PEG3,O60683,,
PELI1,Q9Y5Y5,,
PELO,Q8IYB4,,
PEMT,Q9UHV9,,
PER1,O60825,,
PER2,Q16875,,
PER3,P08237,,
PERCC1,P20142,,
PES1,P49763,,
PEX10,P36871,,
PEX16,A6NDG6,,
PEX5L,P06401,,
PFDN2,P35232,,
PFKFB2,Q8IWS0,,
PFKFB3,O60346,,
PFKM,Q8TCT1,,
PGC,O14813,,
PGF,O75925,,
PGM1,Q13492,,
PGP,Q9H5I5,,
PGR,Q8TCI5,,
PHB1,O00443,,
PHF6,O75747,,
PHLPP1,Q8NEB9,,
PHOSPHO1,P42336,,
PHOX2A,P42338,,
PIAS1,O00329,,
PICALM,P48736,,
PIEZO2,P27986,,
PIFO,Q86V86,,
PIK3C2A,Q13526,,
PIK3C2G,Q9BXM7,,
PIK3C3,Q96BK5,,
PIK3CA,Q9UKF7,,
PIK3CB,Q9BZ72,,
PIK3CD,Q96J94,,
PIK3CG,Q7Z3Z4,,
PIK3R1,P98161,,
PIM3,Q15139,,
PIN1,P30613,,
PINK1,P14618,,
PINX1,P55347,,
PITPNC1,O15496,,
PITPNM2,P04054,,
PIWIL1,P14555,,
PIWIL4,P47712,,
PKD1,O60733,,
PRKD1,Q13093,,
PKLR,Q6DJT9,,
PKM,Q9UM63,,
PKNOX1,P00750,,
PLA2G10,Q01970,,
PLA2G1B,P51178,,
PLA2G2A,P19174,,
PLA2G4A,Q13393,,
PLA2G6,P08567,,
PLA2G7,O94827,,
PLAG1,P00747,,
PLAGL1,O60240,,
PLAT,Q99541,,
PLCB3,Q00G26,,
PLCD1,P53350,,
PLCG1,P26678,,
PLD1,P55058,,
PLEK,O75051,,
PLEKHG5,Q13794,,
PLG,P29590,,
PLIN1,O15305,,
PLIN2,P16233,,
PLIN5,Q96AD5,,
PLK1,Q9NST1,,
PLN,Q8IY17,,
PLTP,Q8NA72,,
PLXNA2,O00592,,
PMAIP1,Q9Y2S7,,
PML,O14802,,
PMM2,P01189,,
PNLIP,Q8WZA1,,
PNPLA2,P27169,,
PNPLA3,Q15165,,
PNPLA6,P16435,,
POC5,Q15063,,
PODXL,Q9BYX7,,
POLDIP2,A6NI47,,
POLR3A,P14859,,
POMC,P09086,,
POMGNT1,Q9UKI9,,
PON1,Q03052,,
PON2,Q01860,,
POR,Q03181,,
POSTN,Q86YN6,,
POTEKP,P62937,,
POTEM,Q13427,,
POU2F1,Q8IXY8,,
POU2F2,Q8N3J5,,
POU2F3,Q8WUF5,,
POU3F1,Q9UD71,,
POU5F1,P41236,,
PPARD,Q86XI6,,
PPARGC1B,Q9UQK1,,
PPIA,P67775,,
PPIG,Q9Y2T4,,
PPIL6,O43663,,
PPM1K,Q00LT1,,
PPP1R13L,Q9HAZ2,,
PPP1R1B,Q9NQX0,,
PPP1R2,Q06830,,
PPP1R3B,P32119,,
PPP1R3C,Q9HCU5,,
PPP2CA,Q8TCU6,,
PPP2R2C,P49643,,
PRC1,Q13131,,
PRCD,P54646,,
PRDM16,Q9Y478,,
PRDM6,O43741,,
PRDX1,Q9UGJ0,,
PRDX2,P10644,,
PREB,P17252,,
PREX1,Q05655,,
PRIM2,Q02156,,
PRKAA1,P41743,,
PRKAA2,Q05513,,
PRKAB1,Q13976,,
PRKAB2,O60260,,
PRKAG2,P01236,,
PRKAR1A,Q99873,,
PRKCA,Q9UNN8,,
PRKCD,Q9HC23,,
PRKCE,O43490,,
PRKCI,P07225,,
PRKCZ,O43395,,
PRKG1,Q8WWY3,,
PRKN,O43172,,
PRL,O94906,,
PRMT1,Q6P2Q9,,
PROCR,P23942,,
PROK2,Q6MZQ0,,
PROM1,P48634,,
PROS1,Q7Z6L0,,
PRPF3,P54821,,
PRPF31,Q6UWB4,,
PRPF4,P24158,,
PRPF6,Q9Y617,,
PRPF8,Q9NYI0,,
PRPH2,P49768,,
PRR5L,P11465,,
PRRC2A,P60900,,
PRRT2,O14818,,
PRRX1,P28072,,
PRSS55,Q13200,,
PRTN3,O43242,,
PSAT1,O00233,,
PSD3,P25105,,
PSEN1,P26599,,
PSG2,P60484,,
PSMA6,Q7RTS3,,
PSMA7,Q9Y5Y4,,
PSMB6,P41222,,
PSMD2,P43115,,
PSMD3,Q9H7Z7,,
PSMD9,Q9P2B2,,
PTAFR,P01270,,
PTBP1,Q03431,,
PTEN,Q14289,,
PTF1A,P06454,,
PTGDR2,P18433,,
PTGDS,Q15257,,
PTGER3,Q06124,,
PTGES2,P17706,,
PTGFRN,Q9Y2R2,,
PTH,Q9H3S7,,
PTH1R,P29074,,
PTK2B,P54829,,
PTMA,P29350,,
PTPRA,P43378,,
PTPA,P23467,,
PTPN11,P08575,,
PTPN2,P23468,,
PTPN22,P10586,,
PTPN23,Q16849,,
PTPN4,Q92932,,
PTPN5,Q13332,,
PTPN6,O14522,,
PTPN9,Q92729,,
PTPRB,O75364,,
PTPRC,P26022,,
PTPRD,Q9UJV8,,
PTPRF,P20472,,
PTPRN,Q9ULZ3,,
PTPRN2,P11216,,
PTPRS,P10082,,
PTPRT,Q9H0R6,,
PTPRU,Q9H3Y0,,
PITX3,P62491,,
PTX3,P61106,,
PURG,Q9NP72,,
PVALB,P51159,,
PYCARD,Q15042,,
PYGB,P20338,,
PYY,P61020,,
QRSL1,P63000,,
R3HDML,O60671,,
RAB11A,P15918,,
RAB14,Q7Z5J4,,
RAB18,Q9UKM9,,
RAB27A,O60895,,
RAB3GAP1,P46060,,
RAB4A,Q13905,,
RAB5B,Q92565,,
RAC1,Q13702,,
RAD1,P10826,,
RAG1,Q99969,,
RAI1,Q9Y272,,
RALY,O95267,,
RAMP2,Q96PK6,,
RANGAP1,Q9Y4C8,,
RAPGEF1,Q8IUH3,,
RAPGEF5,P78332,,
RAPSN,P29558,,
RARB,P10745,,
RARRES2,P02753,,
RASD1,Q06330,,
RASGRP1,Q9UBG7,,
